s0,m00,n00,k00,h00,A10_x,A10_y,A20_x,A20_y,A30_x,A30_y,A40_x,A40_y,s,m0,n0,k0,h0,A1_x,A1_y,A2_x,A2_y,A3_x,A3_y,A4_x,A4_y
10.0,1.0,1.0,1.25,1.25,-0.013776035699351588,1.9303593119144744,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930306,0.94344,1.2157,1.24209,0.0420593,1.84385,1.15643,1.84945,0.0424706,0.0161371,1.19787,0.00195449
10.0,1.0,1.0,1.25,1.25,-0.012925955861700795,1.9319855204854877,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930131,0.943616,1.21579,1.242,0.0420846,1.8439,1.15645,1.8495,0.0424959,0.0161913,1.19789,0.00200872
10.0,1.0,1.0,1.25,1.25,0.04240184214318506,1.9393196923931086,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930345,0.943402,1.21569,1.24211,0.0437662,1.8441,1.15813,1.8497,0.0441775,0.016394,1.19957,0.00221142
10.0,1.0,1.0,1.25,1.25,-0.05852048082189218,1.8784395603334783,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930119,0.943628,1.2158,1.242,0.0407036,1.84225,1.15507,1.84785,0.041115,0.014537,1.19651,0.000354386
10.0,1.0,1.0,1.25,1.25,-0.0475934473672348,1.8573549973830887,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93049,0.943256,1.21561,1.24218,0.0410172,1.84162,1.15539,1.84722,0.0414286,0.0139129,1.19682,-0.000269722
10.0,1.0,1.0,1.25,1.25,-0.09213882489852906,1.8340989984416072,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930119,0.943628,1.2158,1.242,0.0396738,1.84091,1.15404,1.84651,0.0400852,0.0132031,1.19548,-0.000979541
10.0,1.0,1.0,1.25,1.25,0.007408224756806106,1.8631418494132757,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93022,0.943526,1.21575,1.24205,0.0427092,1.84179,1.15708,1.84739,0.0431206,0.0140817,1.19852,-0.000100848
10.0,1.0,1.0,1.25,1.25,-0.021158728906432077,1.9255055738525018,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930105,0.943641,1.21581,1.24199,0.041839,1.8437,1.15621,1.8493,0.0422503,0.015994,1.19765,0.00181141
10.0,1.0,1.0,1.25,1.25,-0.052335908613517196,1.829343571334548,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930426,0.943321,1.21564,1.24215,0.0408915,1.8408,1.15526,1.84639,0.0413029,0.0130854,1.1967,-0.00109725
10.0,1.0,1.0,1.25,1.25,-0.08259389594144835,1.8691214631219917,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930362,0.943384,1.21568,1.24212,0.0399953,1.84199,1.15436,1.84759,0.0404067,0.0142815,1.1958,9.8927e-05
10.0,1.0,1.0,1.25,1.25,0.07964426141667595,1.8202565312102916,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930453,0.943293,1.21563,1.24217,0.0448801,1.84049,1.15925,1.84609,0.0452915,0.012784,1.20069,-0.00139855
10.0,1.0,1.0,1.25,1.25,0.03158927059751357,1.9309829039962103,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930188,0.943558,1.21576,1.24203,0.0434312,1.84385,1.1578,1.84945,0.0438425,0.0161412,1.19924,0.00195858
10.0,1.0,1.0,1.25,1.25,-0.07210293004039262,1.8362189772979438,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930735,0.943011,1.21549,1.24231,0.0402945,1.84098,1.15466,1.84657,0.0407059,0.0132648,1.1961,-0.000917781
10.0,1.0,1.0,1.25,1.25,0.0938794302488416,1.8627385854775418,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930306,0.94344,1.2157,1.24209,0.045308,1.84178,1.15968,1.84738,0.0457194,0.0140732,1.20111,-0.000109426
10.0,1.0,1.0,1.25,1.25,-0.06173168447003832,1.925569626204863,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930465,0.943281,1.21562,1.24217,0.0405937,1.84371,1.15496,1.84931,0.0410051,0.0160024,1.1964,0.00181982
10.0,1.0,1.0,1.25,1.25,0.06371146954860188,1.7893773564353876,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930198,0.943548,1.21576,1.24204,0.0444118,1.83957,1.15878,1.84517,0.0448232,0.0118633,1.20022,-0.00231925
10.0,1.0,1.0,1.25,1.25,-0.04154888508210075,1.9050324725502534,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930284,0.943463,1.21572,1.24208,0.04122,1.84309,1.15559,1.84869,0.0416314,0.0153833,1.19703,0.00120067
10.0,1.0,1.0,1.25,1.25,-0.025534973620497146,1.8710581918737337,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930173,0.943573,1.21577,1.24203,0.0417135,1.84203,1.15608,1.84762,0.0421249,0.0143152,1.19752,0.000132645
10.0,1.0,1.0,1.25,1.25,-0.026551730082789816,1.817290528072631,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930164,0.943583,1.21578,1.24202,0.0416756,1.84041,1.15604,1.84601,0.042087,0.0126967,1.19748,-0.00148589
10.0,1.0,1.0,1.25,1.25,-0.004685842329720131,1.7838222223140137,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930454,0.943293,1.21563,1.24217,0.042316,1.83941,1.15668,1.84501,0.0427274,0.0117017,1.19812,-0.0024809
10.0,1.0,1.0,1.25,1.25,0.006597557253670268,1.9104680542505943,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930246,0.9435,1.21573,1.24206,0.0426755,1.84323,1.15704,1.84883,0.0430868,0.0155193,1.19848,0.00133672
10.0,1.0,1.0,1.25,1.25,-0.025269263491080968,1.8714144313074073,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930492,0.943254,1.21561,1.24218,0.0417056,1.84207,1.15607,1.84767,0.042117,0.0143597,1.19751,0.000177061
10.0,1.0,1.0,1.25,1.25,0.0803497188808551,1.8210011163096076,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930306,0.94344,1.2157,1.24209,0.0449168,1.84051,1.15929,1.84611,0.0453282,0.0128029,1.20072,-0.00137973
10.0,1.0,1.0,1.25,1.25,0.007983337972693362,1.8610752314430101,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930304,0.943442,1.21571,1.24209,0.0427141,1.84176,1.15708,1.84736,0.0431255,0.0140515,1.19852,-0.000131093
10.0,1.0,1.0,1.25,1.25,-0.04698529185782956,1.8910273757581546,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930547,0.943199,1.21558,1.24221,0.0410366,1.84263,1.15541,1.84822,0.041448,0.0149156,1.19684,0.000732991
10.0,1.0,1.0,1.25,1.25,-0.06157118543220752,1.8344272198667833,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930186,0.943561,1.21576,1.24203,0.0405874,1.84091,1.15496,1.84651,0.0409988,0.0131959,1.19639,-0.000986749
10.0,1.0,1.0,1.25,1.25,0.04439672911369783,1.86174777821111,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930521,0.943225,1.2156,1.2422,0.0438123,1.84177,1.15818,1.84737,0.0442237,0.0140573,1.19962,-0.00012529
10.0,1.0,1.0,1.25,1.25,0.03744589224082626,1.92570437648378,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93026,0.943486,1.21573,1.24207,0.0436164,1.84369,1.15799,1.84929,0.0440277,0.0159773,1.19942,0.00179465
10.0,1.0,1.0,1.25,1.25,0.015958140889629255,1.95118294754699,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93033,0.943416,1.21569,1.2421,0.0429658,1.84449,1.15733,1.85008,0.0433771,0.0167755,1.19877,0.00259291
10.0,1.0,1.0,1.25,1.25,0.0637768223935097,1.844035758456982,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930358,0.943388,1.21568,1.24212,0.0444149,1.84124,1.15878,1.84684,0.0448263,0.0135306,1.20022,-0.000652025
10.0,1.0,1.0,1.25,1.25,0.017387420378129004,1.930213439984583,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930384,0.943362,1.21567,1.24213,0.0430064,1.84383,1.15738,1.84943,0.0434177,0.0161181,1.19881,0.00193549
10.0,1.0,1.0,1.25,1.25,0.005012089603179564,1.9542005178362827,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930328,0.943418,1.21569,1.2421,0.0426322,1.84459,1.157,1.85018,0.0430435,0.016875,1.19844,0.0026924
10.0,1.0,1.0,1.25,1.25,-0.088277239151139,1.8804011141563801,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930141,0.943605,1.21579,1.24201,0.0398015,1.84232,1.15417,1.84792,0.040213,0.0146113,1.19561,0.000428669
10.0,1.0,1.0,1.25,1.25,0.032239150252302895,1.8084796049782172,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930234,0.943512,1.21574,1.24206,0.0434653,1.84014,1.15783,1.84574,0.0438767,0.0124295,1.19927,-0.00175306
10.0,1.0,1.0,1.25,1.25,0.0011384121090325429,1.8946971495881078,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930181,0.943566,1.21577,1.24203,0.0425155,1.84275,1.15688,1.84835,0.0429269,0.0150436,1.19832,0.00086097
10.0,1.0,1.0,1.25,1.25,0.020606487646398653,1.9336742948795267,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930481,0.943266,1.21562,1.24218,0.0431027,1.84393,1.15747,1.84953,0.043514,0.0162218,1.19891,0.00203918
10.0,1.0,1.0,1.25,1.25,0.04726721502780774,1.8932042556401243,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930222,0.943525,1.21575,1.24205,0.043917,1.84271,1.15829,1.84831,0.0443283,0.0150009,1.19972,0.000818337
10.0,1.0,1.0,1.25,1.25,-0.07778435974880389,1.902312649856926,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930397,0.943349,1.21566,1.24214,0.0401276,1.84299,1.1545,1.84859,0.040539,0.0152759,1.19593,0.0010933
10.0,1.0,1.0,1.25,1.25,0.0009615161411968569,1.945496918478339,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930274,0.943473,1.21572,1.24208,0.0425048,1.8443,1.15687,1.84989,0.0429161,0.0165846,1.19831,0.00240201
10.0,1.0,1.0,1.25,1.25,0.03387104693947205,1.8496437612359669,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930185,0.943562,1.21577,1.24203,0.0435079,1.8414,1.15788,1.847,0.0439193,0.0136899,1.19931,-0.000492659
10.0,1.0,1.0,1.25,1.25,0.05348077451232513,1.7935849245221318,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930236,0.94351,1.21574,1.24206,0.0441105,1.83968,1.15848,1.84528,0.0445219,0.0119737,1.19992,-0.00220893
10.0,1.0,1.0,1.25,1.25,0.03681091035665668,1.8718909080766923,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93037,0.943376,1.21567,1.24212,0.0435879,1.84205,1.15796,1.84765,0.0439993,0.0143379,1.19939,0.000155334
10.0,1.0,1.0,1.25,1.25,0.07259176611423607,1.816763733967831,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930196,0.94355,1.21576,1.24204,0.0446758,1.84041,1.15904,1.84601,0.0450872,0.0126974,1.20048,-0.00148522
10.0,1.0,1.0,1.25,1.25,0.046274896208989905,1.9136361434494105,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930403,0.943344,1.21566,1.24214,0.0438883,1.84335,1.15826,1.84895,0.0442996,0.0156436,1.19969,0.00146097
10.0,1.0,1.0,1.25,1.25,-0.026921839683505686,1.9514724201576987,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930196,0.94355,1.21576,1.24204,0.0416724,1.84446,1.15604,1.85006,0.0420837,0.0167531,1.19748,0.00257046
10.0,1.0,1.0,1.25,1.25,-0.05121376876439114,1.8680317073044845,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930531,0.943215,1.21559,1.2422,0.0409213,1.84195,1.15529,1.84755,0.0413327,0.0142376,1.19673,5.50484e-05
10.0,1.0,1.0,1.25,1.25,0.04605478408445688,1.7687454184875804,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93022,0.943526,1.21575,1.24205,0.0438815,1.83893,1.15825,1.84453,0.0442929,0.0112174,1.19969,-0.00296521
10.0,1.0,1.0,1.25,1.25,-0.09224539135962674,1.8822235270777805,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.929959,0.943787,1.21588,1.24192,0.0396573,1.84238,1.15403,1.84798,0.0400687,0.0146711,1.19546,0.000488483
10.0,1.0,1.0,1.25,1.25,-0.05269321885762501,1.899029597438664,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930451,0.943296,1.21563,1.24216,0.0408761,1.84291,1.15524,1.84851,0.0412875,0.0151982,1.19668,0.00101556
10.0,1.0,1.0,1.25,1.25,0.033869032990350746,1.7715043141328952,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930221,0.943525,1.21575,1.24205,0.0435048,1.83903,1.15787,1.84463,0.0439162,0.0113165,1.19931,-0.00286606
10.0,1.0,1.0,1.25,1.25,-0.05850990920880478,1.8334887377685174,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930313,0.943434,1.2157,1.24209,0.0406921,1.84088,1.15506,1.84648,0.0411035,0.0131663,1.1965,-0.00101626
10.0,1.0,1.0,1.25,1.25,0.024421386312780156,1.7886413924989446,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930401,0.943346,1.21566,1.24214,0.0432083,1.83954,1.15758,1.84513,0.0436197,0.0118254,1.19901,-0.0023572
10.0,1.0,1.0,1.25,1.25,0.0577489314847565,1.8421496763881449,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930152,0.943594,1.21578,1.24201,0.0442368,1.84116,1.15861,1.84676,0.0446482,0.0134529,1.20004,-0.000729719
10.0,1.0,1.0,1.25,1.25,0.009662756255786636,1.8885169960996024,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930548,0.943198,1.21558,1.24221,0.042765,1.84256,1.15713,1.84816,0.0431764,0.0148504,1.19857,0.000667764
10.0,1.0,1.0,1.25,1.25,-0.004948369553948498,1.8670893056904823,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930427,0.94332,1.21564,1.24215,0.042333,1.84191,1.1567,1.84751,0.0427444,0.0142015,1.19814,1.89199e-05
10.0,1.0,1.0,1.25,1.25,-0.03692968561959452,1.8195092248222573,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930058,0.943688,1.21583,1.24197,0.0413781,1.8405,1.15575,1.8461,0.0417894,0.0127867,1.19718,-0.00139587
10.0,1.0,1.0,1.25,1.25,-0.007821770115685762,1.779537546745754,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930243,0.943503,1.21574,1.24206,0.0422377,1.83929,1.15661,1.84488,0.0426491,0.0115758,1.19804,-0.00260684
10.0,1.0,1.0,1.25,1.25,0.039711693150660914,1.7984499518051313,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930296,0.943451,1.21571,1.24209,0.0436841,1.83982,1.15805,1.84542,0.0440955,0.0121084,1.19949,-0.00207415
10.0,1.0,1.0,1.25,1.25,0.04302172763729437,1.9280344091375885,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930428,0.943318,1.21564,1.24215,0.0437694,1.84378,1.15814,1.84938,0.0441807,0.0160669,1.19958,0.00188431
10.0,1.0,1.0,1.25,1.25,0.08316471866960608,1.9004284413222212,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930099,0.943647,1.21581,1.24199,0.0449919,1.84293,1.15936,1.84853,0.0454033,0.0152172,1.2008,0.00103458
10.0,1.0,1.0,1.25,1.25,0.009264306560777636,1.8334556817404888,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930178,0.943568,1.21577,1.24203,0.0427679,1.8409,1.15714,1.8465,0.0431793,0.0131858,1.19857,-0.00099676
10.0,1.0,1.0,1.25,1.25,-0.026436962865698455,1.918378974381519,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930131,0.943616,1.21579,1.242,0.0416813,1.84348,1.15605,1.84908,0.0420927,0.0157728,1.19749,0.00159019
10.0,1.0,1.0,1.25,1.25,0.09681699816249388,1.8501595859417714,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930338,0.943408,1.21569,1.24211,0.0454093,1.84139,1.15978,1.84699,0.0458207,0.0136825,1.20122,-0.000500109
10.0,1.0,1.0,1.25,1.25,0.03796090830402706,1.7681345814582738,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930346,0.943401,1.21568,1.24211,0.0436296,1.83891,1.158,1.84451,0.0440409,0.0112029,1.19944,-0.00297968
10.0,1.0,1.0,1.25,1.25,0.00942663559026046,1.7967806450464063,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93005,0.943696,1.21583,1.24196,0.0427787,1.83978,1.15715,1.84538,0.0431901,0.0120697,1.19858,-0.00211287
10.0,1.0,1.0,1.25,1.25,-0.06860113919167765,1.8853569401499994,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930281,0.943465,1.21572,1.24208,0.0403928,1.84249,1.15476,1.84809,0.0408042,0.0147795,1.1962,0.000596931
10.0,1.0,1.0,1.25,1.25,0.026439876376621263,1.9363418730360245,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930353,0.943393,1.21568,1.24212,0.0432756,1.844,1.15764,1.8496,0.0436869,0.0162899,1.19908,0.00210725
10.0,1.0,1.0,1.25,1.25,-0.015226857281289018,1.8564026743786082,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.93028,0.943466,1.21572,1.24208,0.0420186,1.84159,1.15639,1.84719,0.04243,0.0138841,1.19782,-0.000298465
10.0,1.0,1.0,1.25,1.25,-0.030631312534491466,1.8893418930977177,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930271,0.943476,1.21572,1.24207,0.0415444,1.8426,1.15591,1.84819,0.0419558,0.0148855,1.19735,0.000702933
10.0,1.0,1.0,1.25,1.25,0.07920288911136993,1.8376085919530092,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930189,0.943558,1.21576,1.24203,0.0448667,1.84104,1.15924,1.84664,0.0452781,0.0133267,1.20067,-0.00085585
10.0,1.0,1.0,1.25,1.25,0.0798830627131239,1.829936489052638,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930487,0.943259,1.21561,1.24218,0.0448911,1.84079,1.15926,1.84639,0.0453025,0.0130835,1.2007,-0.00109906
10.0,1.0,1.0,1.25,1.25,-0.04697737500327663,1.873797632297323,1.185,1.769,0.0,0.0,1.136,-0.004,1.01389,0.930333,0.943414,1.21569,1.2421,0.0410542,1.84213,1.15542,1.84773,0.0414656,0.0144228,1.19686,0.000240195
